Id,CourseName,CategoryId,SubCategoryId,Duration,Campus,MaxBacklogsAllowed,AppFeeWaiverAvailable,ApplicationFee,TutionFee,ApplicationFeeAmt,WithoutEnglishProficiency,WithoutMaths,IsStemCourse,ScholarshipAvailable,InternshipAvailable,ScholarshipDeatil,UniversityId,universityName,universityCity,universityState,Currency,USNewsRanking,QSRanking,PteScore,PteNoSectionLessThan,IeltsOverall,IeltsNoBandLessThan,Remarks,TuitionFeeAUD,EntryRequirementTwelfthOutOf100,EntryRequirementTwelfthOutOf45,EntryRequirementTwelfthOutOf10,EntryRequirementTwelfthOutOf7,EntryRequirementTwelfthOutOf5,EntryRequirementTwelfthOutOf4,ToeflRequired,PteRequired,DisplayIntakes,CBSE_RequiredScore
28894,Bachelor of Science,"13,17,8","13,21,35,16,28,71,37,100",36,Melbourne,0,0,Not specified,,0,0,0,1,0,0,https://www.rmit.edu.au/study-with-us/international-students/apply-to-rmit-international-students/fees-and-scholarships/scholarships,191,RMIT University,Melbourne,Victoria,AU$,198,125,58,50,6.5,6,"Prerequisites: Higher Mathematics, Muliple majors available
All applicants are required to complete and submit a selection task for this program.
• Sponsors and income: - Parents as main sponsors with combined income ≥ INR 12 lakhs; limited support (max 30%) from grandparents, uncle/aunt, or real siblings.•Proof of income and funds:- Strong documentation for business (GST/business registration/current account statement), salaried (Form 16/salary account statement), and agricultural income (ITR with agricultural income, agricultural income certificate, land ownership documents, crop sale receipts, and statement where crop sales are credited), funds 6-12 months old, large deposits and FDs supported by clear source and income capacity, and use only RBI  listed banks (excluding Gramin and Finacle statements) • MSME/ UDYAM certificates are not acceptable • Loans accepted along with combination with 6-12 months old liquid funds • Only accepted NBFC is Credila (Avanse and other NBFCs must be avoided) • Genuineness checks :- MS Teams interviews case to case basis on discretion of university	       ",42240,65,29.25,6.5,4.55,3.25,2.6,0,1,"['Feb', 'Jul']",
29001,Bachelor of Science (Applied Chemistry)/Bachelor of Engineering (Chemical Engineering) (Honours),"7,17","60,162",60,Melbourne City,0,0,Not specified,,0,0,0,1,0,0,https://www.rmit.edu.au/study-with-us/international-students/apply-to-rmit-international-students/fees-and-scholarships/scholarships,191,RMIT University,Melbourne,Victoria,AU$,198,125,58,50,6.5,6,"Prerequisites: Chemistry and Mathematics.
• Sponsors and income: - Parents as main sponsors with combined income ≥ INR 12 lakhs; limited support (max 30%) from grandparents, uncle/aunt, or real siblings.•Proof of income and funds:- Strong documentation for business (GST/business registration/current account statement), salaried (Form 16/salary account statement), and agricultural income (ITR with agricultural income, agricultural income certificate, land ownership documents, crop sale receipts, and statement where crop sales are credited), funds 6-12 months old, large deposits and FDs supported by clear source and income capacity, and use only RBI  listed banks (excluding Gramin and Finacle statements) • MSME/ UDYAM certificates are not acceptable • Loans accepted along with combination with 6-12 months old liquid funds • Only accepted NBFC is Credila (Avanse and other NBFCs must be avoided) • Genuineness checks :- MS Teams interviews case to case basis on discretion of university.
For more course related information, please visit the university website.",43200,70,31.5,7,4.9,3.5,2.8,0,1,['Feb'],
28886,Bachelor of Science (Biotechnology)/Bachelor of Biomedical Science,13,"1,35,134",48,Melbourne,0,0,Not specified,,0,0,0,1,0,0,https://www.rmit.edu.au/study-with-us/international-students/apply-to-rmit-international-students/fees-and-scholarships/scholarships,191,RMIT University,Melbourne,Victoria,AU$,198,125,58,50,6.5,6,"Prerequisites: Biology or Chemistry, and Mathematics.
All applicants are required to complete and submit a selection task for this program.
• Sponsors and income: - Parents as main sponsors with combined income ≥ INR 12 lakhs; limited support (max 30%) from grandparents, uncle/aunt, or real siblings.•Proof of income and funds:- Strong documentation for business (GST/business registration/current account statement), salaried (Form 16/salary account statement), and agricultural income (ITR with agricultural income, agricultural income certificate, land ownership documents, crop sale receipts, and statement where crop sales are credited), funds 6-12 months old, large deposits and FDs supported by clear source and income capacity, and use only RBI  listed banks (excluding Gramin and Finacle statements) • MSME/ UDYAM certificates are not acceptable • Loans accepted along with combination with 6-12 months old liquid funds • Only accepted NBFC is Credila (Avanse and other NBFCs must be avoided) • Genuineness checks :- MS Teams interviews case to case basis on discretion of university	       ",42240,70,31.5,7,4.9,3.5,2.8,0,1,"['Feb', 'Jul']",
28974,Bachelor of Social Science (Psychology),19,"184, 185",36,Melbourne,0,0,Not specified,,0,0,1,0,0,0,https://www.rmit.edu.au/study-with-us/international-students/apply-to-rmit-international-students/fees-and-scholarships/scholarships,191,RMIT University,Melbourne,Victoria,AU$,198,125,58,50,6.5,6,"• Sponsors and income: - Parents as main sponsors with combined income ≥ INR 12 lakhs; limited support (max 30%) from grandparents, uncle/aunt, or real siblings.•Proof of income and funds:- Strong documentation for business (GST/business registration/current account statement), salaried (Form 16/salary account statement), and agricultural income (ITR with agricultural income, agricultural income certificate, land ownership documents, crop sale receipts, and statement where crop sales are credited), funds 6-12 months old, large deposits and FDs supported by clear source and income capacity, and use only RBI  listed banks (excluding Gramin and Finacle statements) • MSME/ UDYAM certificates are not acceptable • Loans accepted along with combination with 6-12 months old liquid funds • Only accepted NBFC is Credila (Avanse and other NBFCs must be avoided) • Genuineness checks :- MS Teams interviews case to case basis on discretion of university.
For more course related information, please visit the university website.",36480,70,31.5,7,4.9,3.5,2.8,0,1,"['Feb', 'Jul']",
28970,Bachelor of Social Work (Honours),"19, 20","185, 189",48,Melbourne,0,0,Not specified,,0,0,1,0,0,0,https://www.rmit.edu.au/study-with-us/international-students/apply-to-rmit-international-students/fees-and-scholarships/scholarships,191,RMIT University,Melbourne,Victoria,AU$,198,125,65,65,7,7,"• Sponsors and income: - Parents as main sponsors with combined income ≥ INR 12 lakhs; limited support (max 30%) from grandparents, uncle/aunt, or real siblings.•Proof of income and funds:- Strong documentation for business (GST/business registration/current account statement), salaried (Form 16/salary account statement), and agricultural income (ITR with agricultural income, agricultural income certificate, land ownership documents, crop sale receipts, and statement where crop sales are credited), funds 6-12 months old, large deposits and FDs supported by clear source and income capacity, and use only RBI  listed banks (excluding Gramin and Finacle statements) • MSME/ UDYAM certificates are not acceptable • Loans accepted along with combination with 6-12 months old liquid funds • Only accepted NBFC is Credila (Avanse and other NBFCs must be avoided) • Genuineness checks :- MS Teams interviews case to case basis on discretion of university.
For more course related information, please visit the university website.",36480,70,31.5,7,4.9,3.5,2.8,0,1,['Feb'],
28975,Bachelor of Social Work (Honours)/Bachelor of Social Science (Psychology),"19,20","1,84,189",60,Melbourne,0,0,Not specified,,0,0,1,0,0,0,https://www.rmit.edu.au/study-with-us/international-students/apply-to-rmit-international-students/fees-and-scholarships/scholarships,191,RMIT University,Melbourne,Victoria,AU$,198,125,65,65,7,7,"• Sponsors and income: - Parents as main sponsors with combined income ≥ INR 12 lakhs; limited support (max 30%) from grandparents, uncle/aunt, or real siblings.•Proof of income and funds:- Strong documentation for business (GST/business registration/current account statement), salaried (Form 16/salary account statement), and agricultural income (ITR with agricultural income, agricultural income certificate, land ownership documents, crop sale receipts, and statement where crop sales are credited), funds 6-12 months old, large deposits and FDs supported by clear source and income capacity, and use only RBI  listed banks (excluding Gramin and Finacle statements) • MSME/ UDYAM certificates are not acceptable • Loans accepted along with combination with 6-12 months old liquid funds • Only accepted NBFC is Credila (Avanse and other NBFCs must be avoided) • Genuineness checks :- MS Teams interviews case to case basis on discretion of university.
For more course related information, please visit the university website.",36480,70,31.5,7,4.9,3.5,2.8,0,1,['Feb'],
29049,Bachelor of Software Engineering,7,199,48,Melbourne,0,0,Not specified,,0,0,0,0,0,0,https://www.rmit.edu.au/study-with-us/international-students/apply-to-rmit-international-students/fees-and-scholarships/scholarships,191,RMIT University,Melbourne,Victoria,AU$,198,125,58,50,6.5,6,"Prerequisites: Higher Mathematics
• Sponsors and income: - Parents as main sponsors with combined income ≥ INR 12 lakhs; limited support (max 30%) from grandparents, uncle/aunt, or real siblings.•Proof of income and funds:- Strong documentation for business (GST/business registration/current account statement), salaried (Form 16/salary account statement), and agricultural income (ITR with agricultural income, agricultural income certificate, land ownership documents, crop sale receipts, and statement where crop sales are credited), funds 6-12 months old, large deposits and FDs supported by clear source and income capacity, and use only RBI  listed banks (excluding Gramin and Finacle statements) • MSME/ UDYAM certificates are not acceptable • Loans accepted along with combination with 6-12 months old liquid funds • Only accepted NBFC is Credila (Avanse and other NBFCs must be avoided) • Genuineness checks :- MS Teams interviews case to case basis on discretion of university.
For more course related information, please visit the university website.",40320,65,,6.5,,,,0,1,"['Feb', 'Jul']",
201992,Bachelor of Software Engineering (Professional),7,199,48,Melbourne,0,0,Not specified,,0,0,0,1,0,0,https://www.rmit.edu.au/study-with-us/international-students/apply-to-rmit-international-students/fees-and-scholarships/scholarships,191,RMIT University,Melbourne,Victoria,AU$,198,125,58,50,6.5,6,"Prerequisites: Higher Mathematics
• Sponsors and income: - Parents as main sponsors with combined income ≥ INR 12 lakhs; limited support (max 30%) from grandparents, uncle/aunt, or real siblings.•Proof of income and funds:- Strong documentation for business (GST/business registration/current account statement), salaried (Form 16/salary account statement), and agricultural income (ITR with agricultural income, agricultural income certificate, land ownership documents, crop sale receipts, and statement where crop sales are credited), funds 6-12 months old, large deposits and FDs supported by clear source and income capacity, and use only RBI  listed banks (excluding Gramin and Finacle statements) • MSME/ UDYAM certificates are not acceptable • Loans accepted along with combination with 6-12 months old liquid funds • Only accepted NBFC is Credila (Avanse and other NBFCs must be avoided) • Genuineness checks :- MS Teams interviews case to case basis on discretion of university.
For more course related information, please visit the university website.",42240,65,29.25,6.5,4.55,3.25,2.6,0,1,"['Feb', 'Jul']",
116835,Bachelor of Space Science,7,55,36,Melbourne,0,0,Not specified,,0,0,0,1,0,0,https://www.rmit.edu.au/study-with-us/international-students/apply-to-rmit-international-students/fees-and-scholarships/scholarships,191,RMIT University,Melbourne,Victoria,AU$,198,125,58,50,6.5,6,"Prerequisites: Higher Mathematics
• Sponsors and income: - Parents as main sponsors with combined income ≥ INR 12 lakhs; limited support (max 30%) from grandparents, uncle/aunt, or real siblings.•Proof of income and funds:- Strong documentation for business (GST/business registration/current account statement), salaried (Form 16/salary account statement), and agricultural income (ITR with agricultural income, agricultural income certificate, land ownership documents, crop sale receipts, and statement where crop sales are credited), funds 6-12 months old, large deposits and FDs supported by clear source and income capacity, and use only RBI  listed banks (excluding Gramin and Finacle statements) • MSME/ UDYAM certificates are not acceptable • Loans accepted along with combination with 6-12 months old liquid funds • Only accepted NBFC is Credila (Avanse and other NBFCs must be avoided) • Genuineness checks :- MS Teams interviews case to case basis on discretion of university.
For more course related information, please visit the university website.",42240,65,29.25,6.5,4.55,3.25,2.6,0,1,"['Feb', 'Jul']",
28895,Bachelor of Urban and Regional Planning (Honours),2,13,48,Melbourne,0,0,Not specified,,0,0,1,0,0,0,https://www.rmit.edu.au/study-with-us/international-students/apply-to-rmit-international-students/fees-and-scholarships/scholarships,191,RMIT University,Melbourne,Victoria,AU$,198,125,58,50,6.5,6,"All applicants are required to complete and submit a selection task for this program.
• Sponsors and income: - Parents as main sponsors with combined income ≥ INR 12 lakhs; limited support (max 30%) from grandparents, uncle/aunt, or real siblings.•Proof of income and funds:- Strong documentation for business (GST/business registration/current account statement), salaried (Form 16/salary account statement), and agricultural income (ITR with agricultural income, agricultural income certificate, land ownership documents, crop sale receipts, and statement where crop sales are credited), funds 6-12 months old, large deposits and FDs supported by clear source and income capacity, and use only RBI  listed banks (excluding Gramin and Finacle statements) • MSME/ UDYAM certificates are not acceptable • Loans accepted along with combination with 6-12 months old liquid funds • Only accepted NBFC is Credila (Avanse and other NBFCs must be avoided) • Genuineness checks :- MS Teams interviews case to case basis on discretion of university	       ",36480,70,31.5,7,4.9,3.5,2.8,0,1,"['Feb', 'Jul']",
82458,Bachelor of Youth Work and Youth Studies,20,186,36,Melbourne,0,0,Not specified,,0,0,1,0,0,0,https://www.rmit.edu.au/study-with-us/international-students/apply-to-rmit-international-students/fees-and-scholarships/scholarships,191,RMIT University,Melbourne,Victoria,AU$,198,125,58,50,6.5,6,"• Sponsors and income: - Parents as main sponsors with combined income ≥ INR 12 lakhs; limited support (max 30%) from grandparents, uncle/aunt, or real siblings.•Proof of income and funds:- Strong documentation for business (GST/business registration/current account statement), salaried (Form 16/salary account statement), and agricultural income (ITR with agricultural income, agricultural income certificate, land ownership documents, crop sale receipts, and statement where crop sales are credited), funds 6-12 months old, large deposits and FDs supported by clear source and income capacity, and use only RBI  listed banks (excluding Gramin and Finacle statements) • MSME/ UDYAM certificates are not acceptable • Loans accepted along with combination with 6-12 months old liquid funds • Only accepted NBFC is Credila (Avanse and other NBFCs must be avoided) • Genuineness checks :- MS Teams interviews case to case basis on discretion of university.
For more course related information, please visit the university website.",36480,70,31.5,7,4.9,3.5,2.8,0,1,"['Feb', 'Jul']",
62993,Bachelor of Actuarial Studies,15,152,36,North Ryde (Sydney),0,0,Not specified,AU$46900/Year,0,0,0,1,0,0,https://www.mq.edu.au/study/admissions-and-entry/scholarships/international,190,Macquarie University,Sydney ,New South Wales,AU$,178,138,58,52,6.5,6,"Assumed knowledge
HSC Mathematics Extension 1 or equivalent. For International Baccalaureate (IB) applicants, this is equivalent to Mathematics (HL).",46900,90,36,9,6.3,4.5,3.6,0,1,['Feb'],
62996,Bachelor of Ancient History,10,118,36,North Ryde (Sydney),0,0,Not specified,AU$41200/Year,0,0,1,0,0,0,https://www.mq.edu.au/study/admissions-and-entry/scholarships/international,190,Macquarie University,Sydney ,New South Wales,AU$,178,138,58,52,6.5,6,Please visit university website for further details,41200,70,28,7,4.9,3.5,2.8,0,1,"['Feb', 'Jul']",
62997,Bachelor of Applied Finance,4,26,36,North Ryde (Sydney),0,0,Not specified,AU$46900/Year,0,0,0,0,0,0,https://www.mq.edu.au/study/admissions-and-entry/scholarships/international,190,Macquarie University,Sydney ,New South Wales,AU$,178,138,58,52,6.5,6,"Assumed knowledge
HSC Mathematics Advanced or equivalent. If you don't have assumed knowledge you are advised to include a mathematics or quantitative methods elective unit in your first year of study.",46900,75,30,7.5,5.25,3.75,3,0,1,"['Feb', 'Jul']",
117163,Bachelor of Applied Finance/Bachelor of Actuarial Studies,"4, 15","26, 152",48,North Ryde (Sydney),0,0,Not specified,AU$46900/Year,0,0,0,1,0,0,https://www.mq.edu.au/study/admissions-and-entry/scholarships/international,190,Macquarie University,Sydney ,New South Wales,AU$,178,138,58,52,6.5,6,"HSC Mathematics Extension 2 (Band E4) or equivalent. For International Baccalaureate (IB) applicants, this is equivalent to a grade of 6 or 7 in Further Mathematics (HL) or Mathematics: Analysis and Approaches (HL).",46900,90,36,9,6.3,4.5,3.6,0,1,['Feb'],
62998,Bachelor of Archaeology,19,177,36,North Ryde (Sydney),0,0,Not specified,AU$41200/Year,0,0,1,0,0,0,https://www.mq.edu.au/study/admissions-and-entry/scholarships/international,190,Macquarie University,Sydney ,New South Wales,AU$,178,138,58,52,6.5,6,Please visit university website for further details,41200,70,28,7,4.9,3.5,2.8,0,1,"['Feb', 'Jul']",
117165,Bachelor of Arts and Bachelor of Commerce,"3,4","210, 211",48,North Ryde (Sydney),0,0,Not specified,AU$44100/Year,0,0,0,0,0,0,https://www.mq.edu.au/study/admissions-and-entry/scholarships/international,190,Macquarie University,Sydney ,New South Wales,AU$,178,138,58,52,6.5,6,"ForBachelor of Commerce:

Assumed knowledge
For business analytics, economics, finance majors: HSC Mathematics Advanced or equivalent. For accounting, business information systems, cyber security governance, human resource management, international business, marketing, and marketing insights and analytics majors: HSC Mathematics Standard 2 or equivalent. If you don't have the assumed knowledge, you're advised to include a mathematics or quantitative methods elective unit in your first year of study.

Recommended studies
For accounting, business information systems majors: HSC Mathematics Advanced or equivalent.

For finance major: HSC Mathematics Extension 1 or equivalent.",44100,70,28,7,4.9,3.5,2.8,0,1,"['Feb', 'Jul']",
117208,Bachelor of Arts and Bachelor of Science,"3, 17","210, 216",48,North Ryde (Sydney),0,0,Not specified,AU$43500/Year,0,0,0,0,0,0,https://www.mq.edu.au/study/admissions-and-entry/scholarships/international,190,Macquarie University,Sydney ,New South Wales,AU$,178,138,58,52,6.5,6,"For Bachelor of Science

Assumed knowledge
For astronomy and astrophysics, mathematics, statistical data science and physics majors: HSC Mathematics Advanced (Band 4), or equivalent. If you haven't met the required minimum level of achievement (Band 4 or equivalent), you can undertake an alternative introductory unit of study in that area.

Recommended studies
HSC Mathematics Advanced or equivalent, at least 2 units of science.

For astronomy and astrophysics, and physics majors: HSC Physics.

For mathematics major: HSC Mathematics Extension 1 (Band E2) or HSC Mathematics Extension 2, or equivalent.",43500,65,25,6.5,4.55,3.25,2.6,0,1,"['Feb', 'Jul']",
100204,Bachelor of Arts with a Major in Creative Writing,3,"195, 210",36,North Ryde (Sydney),0,0,Not specified,AU$41200/Year,0,0,1,0,0,0,https://www.mq.edu.au/study/admissions-and-entry/scholarships/international,190,Macquarie University,Sydney ,New South Wales,AU$,178,138,58,52,6.5,6,Please visit university website for further details,41200,65,24,6.5,4.55,3.25,2.6,0,1,"['Feb', 'Jul']",
100101,Bachelor of Arts with a Major in Criminology,"12 ,3","202 ,210",36,North Ryde (Sydney),0,0,Not specified,AU$41200/Year,0,0,1,0,0,0,https://www.mq.edu.au/study/admissions-and-entry/scholarships/international,190,Macquarie University,Sydney ,New South Wales,AU$,178,138,58,52,6.5,6,Please visit university website for further details,41200,65,24,6.5,4.55,3.25,2.6,0,1,"['Feb', 'Jul']",
100104,Bachelor of Arts with a Major in Education,"3, 6","210, 52",36,North Ryde (Sydney),0,0,Not specified,AU$41200/Year,0,0,1,0,0,0,https://www.mq.edu.au/study/admissions-and-entry/scholarships/international,190,Macquarie University,Sydney ,New South Wales,AU$,178,138,58,52,6.5,6,Please visit university website for further details,41200,65,24,6.5,4.55,3.25,2.6,0,1,"['Feb', 'Jul']",
100105,Bachelor of Arts with a Major in English,3,"210, 214",36,North Ryde (Sydney),0,0,Not specified,AU$41200/Year,0,0,1,0,0,0,https://www.mq.edu.au/study/admissions-and-entry/scholarships/international,190,Macquarie University,Sydney ,New South Wales,AU$,178,138,58,52,6.5,6,Please visit university website for further details,41200,65,24,6.5,4.55,3.25,2.6,0,1,"['Feb', 'Jul']",
100107,Bachelor of Arts with a Major in French and Francophone Studies,"3, 10","210, 117",36,North Ryde (Sydney),0,0,Not specified,AU$41200/Year,0,0,1,0,0,0,https://www.mq.edu.au/study/admissions-and-entry/scholarships/international,190,Macquarie University,Sydney ,New South Wales,AU$,178,138,58,52,6.5,6,Please visit university website for further details,41200,65,24,6.5,4.55,3.25,2.6,0,1,"['Feb', 'Jul']",
100109,Bachelor of Arts with a Major in Geography,"3, 10","210, 122",36,North Ryde (Sydney),0,0,Not specified,AU$41200/Year,0,0,1,0,0,0,https://www.mq.edu.au/study/admissions-and-entry/scholarships/international,190,Macquarie University,Sydney ,New South Wales,AU$,178,138,58,52,6.5,6,Please visit university website for further details,41200,65,24,6.5,4.55,3.25,2.6,0,1,"['Feb', 'Jul']",
100205,"Bachelor of Arts with a Major in Media, Culture and Communications",3,"19, 210",36,North Ryde (Sydney),0,0,Not specified,AU$41200/Year,0,0,1,0,0,0,https://www.mq.edu.au/study/admissions-and-entry/scholarships/international,190,Macquarie University,Sydney ,New South Wales,AU$,178,138,58,52,6.5,6,Please visit university website for further details,41200,65,24,6.5,4.55,3.25,2.6,0,1,"['Feb', 'Jul']",
100206,Bachelor of Arts with a Major in Music Studies,3,"22, 210",36,North Ryde (Sydney),0,0,Not specified,AU$41200/Year,0,0,1,0,0,0,https://www.mq.edu.au/study/admissions-and-entry/scholarships/international,190,Macquarie University,Sydney ,New South Wales,AU$,178,138,58,52,6.5,6,Please visit university website for further details,41200,65,24,6.5,4.55,3.25,2.6,0,1,"['Feb', 'Jul']",
117178,Bachelor of Arts with a Major in Politics,"3, 19","210, 183",36,North Ryde (Sydney),0,0,Not specified,AU$41200/Year,0,0,1,0,0,0,https://www.mq.edu.au/study/admissions-and-entry/scholarships/international,190,Macquarie University,Sydney ,New South Wales,AU$,178,138,58,52,6.5,6,Please visit university website for further details,41200,65,24,6.5,4.55,3.25,2.6,0,1,"['Feb', 'Jul']",
100111,Bachelor of Arts with a Major in Psychological Science,"3, 19","210, 184",36,North Ryde (Sydney),0,0,Not specified,AU$41200/Year,0,0,1,0,0,0,https://www.mq.edu.au/study/admissions-and-entry/scholarships/international,190,Macquarie University,Sydney ,New South Wales,AU$,178,138,58,52,6.5,6,Please visit university website for further details,41200,65,24,6.5,4.55,3.25,2.6,0,1,"['Feb', 'Jul']",
100115,Bachelor of Arts with a Major in Sociology,"19 ,3","185, 210",36,North Ryde (Sydney),0,0,Not specified,AU$41200/Year,0,0,1,0,0,0,https://www.mq.edu.au/study/admissions-and-entry/scholarships/international,190,Macquarie University,Sydney ,New South Wales,AU$,178,138,58,52,6.5,6,Please visit university website for further details,41200,65,24,6.5,4.55,3.25,2.6,0,1,"['Feb', 'Jul']",
63000,Bachelor of Biodiversity and Conservation,8,90,36,North Ryde (Sydney),0,0,Not specified,AU$45600/Year,0,0,0,0,0,0,https://www.mq.edu.au/study/admissions-and-entry/scholarships/international,190,Macquarie University,Sydney ,New South Wales,AU$,178,138,58,52,6.5,6,"Recommended studies
HSC Biology or HSC Chemistry plus HSC Mathematics Advanced or equivalent",45600,65,25,6.5,4.55,3.25,2.6,0,1,"['Feb', 'Jul']",
179284,Bachelor of Business,4,"27, 28, 29, 196",36,North Ryde (Sydney),0,0,Not specified,AU$46900/Year,0,0,0,0,0,0,https://www.mq.edu.au/study/admissions-and-entry/scholarships/international,190,Macquarie University,Sydney ,New South Wales,AU$,178,138,58,52,6.5,6,"Assumed knowledge
HSC Mathematics Standard 2 or equivalent. If you don't have the assumed knowledge, you're advised to include a quantitative methods elective unit in your first year of study.",46900,65,25,6.5,4.55,3.25,2.6,0,1,"['Feb', 'Jul']",
100191,Bachelor of Business Analytics,5,209,36,North Ryde (Sydney),0,0,Not specified,AU$46900/Year,0,0,0,1,0,0,https://www.mq.edu.au/study/admissions-and-entry/scholarships/international,190,Macquarie University,Sydney ,New South Wales,AU$,178,138,58,52,6.5,6,"Assumed knowledge
HSC Mathematics Advanced or equivalent. If you don't have the assumed knowledge you're advised to include a mathematics or quantitative methods elective unit in your first year of study.

Recommended studies
HSC Mathematics Extension 1 or equivalent.",46900,70,28,7,4.9,3.5,2.8,0,1,"['Feb', 'Jul']",
117168,Bachelor of Business Analytics and Bachelor of Applied Finance,4,"31,26",48,North Ryde (Sydney),0,0,Not specified,AU$46900/Year,0,0,0,0,0,0,https://www.mq.edu.au/study/admissions-and-entry/scholarships/international,190,Macquarie University,Sydney ,New South Wales,AU$,178,138,58,52,6.5,6,"Assumed knowledge
HSC Mathematics Advanced or equivalent. If you don't have the assumed knowledge you're advised to include a mathematics or quantitative methods elective unit in your first year of study.

Recommended studies
HSC Mathematics Extension 1 or equivalent.",46900,75,30,7.5,5.25,3.75,3,0,1,"['Feb', 'Jul']",
100082,Bachelor of Chiropractic Science,13,225,36,North Ryde (Sydney),0,0,Not specified,AU$49300/Year,0,0,0,0,0,0,https://www.mq.edu.au/study/admissions-and-entry/scholarships/international,190,Macquarie University,Sydney ,New South Wales,AU$,178,138,58,52,6.5,6,"Recommended studies
HSC Biology, HSC chemistry or equivalent

HSC Health and Movement Science or equivalent

HSC Health and Movement Science Life Skills or equivalent

HSC Personal Development, Health and Physical Education or equivalent",49300,70,28,7,4.9,3.5,2.8,0,1,['Feb'],
100083,Bachelor of Clinical Science,13,136,24,North Ryde (Sydney),0,0,Not specified,AU$74850/Year,0,0,0,0,0,0,https://www.mq.edu.au/study/admissions-and-entry/scholarships/international,190,Macquarie University,Sydney ,New South Wales,AU$,178,138,66,58,7,6.5,"Recommended:HSC Chemistry, HSC Mathematics or equivalent. If you haven't completed Chemistry and HSC Mathematics, you are required to undertake relevant bridging courses  prior to commencing your degree.",74850,80,32,8,5.6,4,3.2,0,1,['Feb'],
117160,Bachelor of Commerce and Bachelor of Law,"4,12","211, 129",60,North Ryde (Sydney),0,0,Not specified,AU$47800/Year,0,0,0,0,0,0,https://www.mq.edu.au/study/admissions-and-entry/scholarships/international,190,Macquarie University,Sydney ,New South Wales,AU$,178,138,66,58,7,6.5,Please visit university website for further details,47800,80,32,8,5.6,4,3.2,0,1,"['Feb', 'Jul']",
117161,Bachelor of Commerce and Bachelor of Psychology,"4,19","211, 184",60,North Ryde (Sydney),0,0,Not specified,AU$45400/Year,0,0,0,0,0,0,https://www.mq.edu.au/study/admissions-and-entry/scholarships/international,190,Macquarie University,Sydney ,New South Wales,AU$,178,138,58,52,6.5,6,Please visit university website for further details,45400,70,28,7,4.9,3.5,2.8,0,1,"['Feb', 'Jul']",
100228,Bachelor of Commerce and Bachelor of Science,"4, 17","211, 216",48,North Ryde (Sydney),0,0,Not specified,AU$46300/Year,0,0,0,1,0,0,https://www.mq.edu.au/study/admissions-and-entry/scholarships/international,190,Macquarie University,Sydney ,New South Wales,AU$,178,138,58,52,6.5,6,Please visit university website for further details,46300,70,28,7,4.9,3.5,2.8,0,1,"['Feb', 'Jul']",
100114,Bachelor of Commerce with a Major in Accounting,4,"211, 26",36,North Ryde (Sydney),0,0,Not specified,AU$46900/Year,0,0,0,0,0,0,https://www.mq.edu.au/study/admissions-and-entry/scholarships/international,190,Macquarie University,Sydney ,New South Wales,AU$,178,138,58,52,6.5,6,Recommended studies: HSC Mathematics ,46900,70,28,7,4.9,3.5,2.8,0,1,"['Feb', 'Jul']",
100113,Bachelor of Commerce with a Major in Business Analytics,4,"211, 131",36,North Ryde (Sydney),0,0,Not specified,AU$46900/Year,0,0,0,0,0,0,https://www.mq.edu.au/study/admissions-and-entry/scholarships/international,190,Macquarie University,Sydney ,New South Wales,AU$,178,138,58,52,6.5,6,Recommended studies: HSC Mathematics ,46900,70,28,7,4.9,3.5,2.8,0,1,"['Feb', 'Jul']",
117156,Bachelor of Commerce with a major in Business Information Systems,4,"198, 211",36,North Ryde (Sydney),0,0,Not specified,AU$46900/Year,0,0,0,0,0,0,https://www.mq.edu.au/study/admissions-and-entry/scholarships/international,190,Macquarie University,Sydney ,New South Wales,AU$,178,138,58,52,6.5,6,Recommended studies: HSC Mathematics ,46900,70,28,7,4.9,3.5,2.8,0,1,"['Feb', 'Jul']",
117157,Bachelor of Commerce with a Major in Cyber Security Governance,"4, 5","211, 45",36,North Ryde (Sydney),0,0,Not specified,AU$46900/Year,0,0,0,0,0,0,https://www.mq.edu.au/study/admissions-and-entry/scholarships/international,190,Macquarie University,Sydney ,New South Wales,AU$,178,138,58,52,6.5,6,Recommended studies: HSC Mathematics ,46900,70,28,7,4.9,3.5,2.8,0,1,"['Feb', 'Jul']",
100207,Bachelor of Commerce with a Major in Economics,4,"26, 211",36,North Ryde (Sydney),0,0,Not specified,AU$46900/Year,0,0,0,0,0,0,https://www.mq.edu.au/study/admissions-and-entry/scholarships/international,190,Macquarie University,Sydney ,New South Wales,AU$,178,138,58,52,6.5,6,Recommended studies: HSC Mathematics ,46900,70,28,7,4.9,3.5,2.8,0,1,"['Feb', 'Jul']",
100209,Bachelor of Commerce with a Major in Finance,4,"211, 26",36,North Ryde (Sydney),0,0,Not specified,AU$46900/Year,0,0,0,0,0,0,https://www.mq.edu.au/study/admissions-and-entry/scholarships/international,190,Macquarie University,Sydney ,New South Wales,AU$,178,138,58,52,6.5,6,Recommended studies: HSC Mathematics ,46900,70,28,7,4.9,3.5,2.8,0,1,"['Feb', 'Jul']",
100210,Bachelor of Commerce with a Major in Human Resource Management,4,"211, 29",36,North Ryde (Sydney),0,0,Not specified,AU$46900/Year,0,0,0,0,0,0,https://www.mq.edu.au/study/admissions-and-entry/scholarships/international,190,Macquarie University,Sydney ,New South Wales,AU$,178,138,58,52,6.5,6,Recommended studies: HSC Mathematics ,46900,70,28,7,4.9,3.5,2.8,0,1,"['Feb', 'Jul']",
